2024-12-04 23:02:58,ARP_REPLY,192.168.209.90,5c:87:9c:e1:66:94,None
2024-12-04 23:05:48,ARP_REPLY,192.168.209.28,14:ac:60:4b:0c:a5,None
2024-12-04 23:29:11,ARP_REPLY,192.168.209.104,b6:22:e8:32:9c:da,None
